,Region,Subregion,Country,No Data,Water,Artificial Bareground,Natural Bareground,Permanent Snow/Ice,Woody Vegetation,Cultivated Vegetation,(Semi) Natural Vegetation
19NHC_19,Americas,South America,Venezuela,0,0,0,0,0,64859,0,677
19NHC_20,Americas,South America,Brazil,0,0,0,0,0,64871,0,665
19NHC_20,Americas,South America,Venezuela,0,0,0,0,0,64871,0,665
19NHC_21,Americas,South America,Brazil,0,0,0,0,0,43183,0,22353
19NHC_21,Americas,South America,Venezuela,0,0,0,0,0,43183,0,22353
19NHC_22,Americas,South America,Brazil,0,0,0,0,0,65426,0,110
19NHC_22,Americas,South America,Venezuela,0,0,0,0,0,65426,0,110
19NHC_23,Americas,South America,Brazil,0,0,0,0,0,65110,0,426
19NHC_23,Americas,South America,Venezuela,0,0,0,0,0,65110,0,426
19NHC_24,Americas,South America,Brazil,0,0,0,0,0,65534,0,2
19NHC_24,Americas,South America,Venezuela,0,0,0,0,0,65534,0,2
19NHC_25,Americas,South America,Brazil,0,0,0,0,0,65393,0,143
19NHC_25,Americas,South America,Venezuela,0,0,0,0,0,65393,0,143
19NHC_26,Americas,South America,Brazil,0,5692,0,0,0,50837,0,9007
19NHC_26,Americas,South America,Venezuela,0,5692,0,0,0,50837,0,9007
19NHC_27,Americas,South America,Brazil,0,0,0,0,0,65481,0,55
19NHC_27,Americas,South America,Venezuela,0,0,0,0,0,65481,0,55
19NHC_28,Americas,South America,Brazil,0,0,0,0,0,57152,0,8384
19NHC_28,Americas,South America,Venezuela,0,0,0,0,0,57152,0,8384
19NHC_29,Americas,South America,Brazil,0,0,0,0,0,65345,0,191
19NHC_29,Americas,South America,Venezuela,0,0,0,0,0,65345,0,191
19PDL_00,Americas,South America,Colombia,0,63430,0,0,0,1282,142,682
19PDL_00,Americas,South America,Venezuela,0,63430,0,0,0,1282,142,682
19PDL_01,Americas,South America,Colombia,469,0,63641,0,0,37,1282,107
19PDL_01,Americas,South America,Venezuela,469,0,63641,0,0,37,1282,107
19PDL_02,Americas,South America,Colombia,775,31,31321,0,0,501,29184,3724
19PDL_02,Americas,South America,Venezuela,775,31,31321,0,0,501,29184,3724
19PDL_03,Americas,South America,Colombia,0,0,0,0,0,65001,0,535
19PDL_03,Americas,South America,Venezuela,0,0,0,0,0,65001,0,535
19PDL_04,Americas,South America,Colombia,0,0,0,0,0,49,65468,19
19PDL_04,Americas,South America,Venezuela,0,0,0,0,0,49,65468,19
19PDL_05,Americas,South America,Colombia,38,0,361,0,0,3000,5123,57014
19PDL_05,Americas,South America,Venezuela,38,0,361,0,0,3000,5123,57014
19PDL_06,Americas,South America,Colombia,0,7,3,84,0,55260,275,9907
19PDL_06,Americas,South America,Venezuela,0,7,3,84,0,55260,275,9907
19PDL_07,Americas,South America,Colombia,53,0,266,0,0,3923,29899,31395
19PDL_07,Americas,South America,Venezuela,53,0,266,0,0,3923,29899,31395
19PDL_08,Americas,South America,Colombia,178,96,984,20,0,27786,10309,26163
19PDL_08,Americas,South America,Venezuela,178,96,984,20,0,27786,10309,26163
19PDL_09,Americas,South America,Colombia,1,399,1234,65,0,13904,42303,7630
19PDL_09,Americas,South America,Venezuela,1,399,1234,65,0,13904,42303,7630
19PDL_10,Americas,South America,Colombia,14,9,1839,0,0,10110,42778,10786
19PDL_10,Americas,South America,Venezuela,14,9,1839,0,0,10110,42778,10786
19PDL_11,Americas,South America,Colombia,26,6,440,0,0,15533,32466,17065
19PDL_11,Americas,South America,Venezuela,26,6,440,0,0,15533,32466,17065
19PDL_12,Americas,South America,Colombia,68,7,1907,0,0,26574,6475,30505
19PDL_12,Americas,South America,Venezuela,68,7,1907,0,0,26574,6475,30505
19PDL_13,Americas,South America,Colombia,31,0,1220,0,0,39154,2477,22654
19PDL_13,Americas,South America,Venezuela,31,0,1220,0,0,39154,2477,22654
19PDL_14,Americas,South America,Colombia,1,20,189,0,0,782,60304,4240
19PDL_14,Americas,South America,Venezuela,1,20,189,0,0,782,60304,4240
19PDL_15,Americas,South America,Colombia,4,234,175,0,0,58389,929,5805
19PDL_15,Americas,South America,Venezuela,4,234,175,0,0,58389,929,5805
19PDL_16,Americas,South America,Colombia,404,0,153,0,67,62926,253,1733
19PDL_16,Americas,South America,Venezuela,404,0,153,0,67,62926,253,1733
19PDL_17,Americas,South America,Colombia,256,0,304,49,0,25435,8895,30597
19PDL_17,Americas,South America,Venezuela,256,0,304,49,0,25435,8895,30597
19PDL_18,Americas,South America,Colombia,185,1318,965,4,0,20932,10126,32006
19PDL_18,Americas,South America,Venezuela,185,1318,965,4,0,20932,10126,32006
19PDL_19,Americas,South America,Colombia,707,669,1318,81,0,4704,48269,9788
19PDL_19,Americas,South America,Venezuela,707,669,1318,81,0,4704,48269,9788
19PDL_20,Americas,South America,Colombia,415,0,2690,1024,336,4835,135,56101
19PDL_20,Americas,South America,Venezuela,415,0,2690,1024,336,4835,135,56101
19PDL_21,Americas,South America,Colombia,6,0,649,1,0,55585,1447,7848
19PDL_21,Americas,South America,Venezuela,6,0,649,1,0,55585,1447,7848
19PDL_22,Americas,South America,Colombia,91,0,3575,4,0,1895,51590,8381
19PDL_22,Americas,South America,Venezuela,91,0,3575,4,0,1895,51590,8381
19PDL_23,Americas,South America,Colombia,708,625,651,0,0,33737,8773,21042
19PDL_23,Americas,South America,Venezuela,708,625,651,0,0,33737,8773,21042
19PDL_24,Americas,South America,Colombia,1098,37,2918,78,0,29676,1877,29852
19PDL_24,Americas,South America,Venezuela,1098,37,2918,78,0,29676,1877,29852
19PDL_25,Americas,South America,Colombia,18,0,223,0,0,63348,112,1835
19PDL_25,Americas,South America,Venezuela,18,0,223,0,0,63348,112,1835
19PDL_26,Americas,South America,Colombia,25,0,89,22,0,61746,928,2726
19PDL_26,Americas,South America,Venezuela,25,0,89,22,0,61746,928,2726
19PDL_27,Americas,South America,Colombia,1,0,163,0,0,7297,42687,15388
19PDL_27,Americas,South America,Venezuela,1,0,163,0,0,7297,42687,15388
19PDL_28,Americas,South America,Colombia,124,0,174,0,0,43501,3811,17926
19PDL_28,Americas,South America,Venezuela,124,0,174,0,0,43501,3811,17926
19PDL_29,Americas,South America,Colombia,19,0,236,0,0,18355,16208,30718
19PDL_29,Americas,South America,Venezuela,19,0,236,0,0,18355,16208,30718
19PEK_00,Americas,South America,Colombia,0,52258,0,0,0,9260,1472,2546
19PEK_00,Americas,South America,Venezuela,0,52258,0,0,0,9260,1472,2546
19PEK_01,Americas,South America,Colombia,398,0,5575,57,0,365,58423,718
19PEK_01,Americas,South America,Venezuela,398,0,5575,57,0,365,58423,718
19PEK_02,Americas,South America,Colombia,661,0,0,0,0,19849,361,44665
19PEK_02,Americas,South America,Venezuela,661,0,0,0,0,19849,361,44665
19PEK_03,Americas,South America,Colombia,8,243,21,0,0,64350,25,889
19PEK_03,Americas,South America,Venezuela,8,243,21,0,0,64350,25,889
19PEK_04,Americas,South America,Colombia,2,0,102,0,0,1252,63338,842
19PEK_04,Americas,South America,Venezuela,2,0,102,0,0,1252,63338,842
19PEK_05,Americas,South America,Colombia,0,0,0,0,0,2200,101,63235
19PEK_05,Americas,South America,Venezuela,0,0,0,0,0,2200,101,63235
19PEK_06,Americas,South America,Colombia,39,0,15,0,0,35447,8296,21739
19PEK_06,Americas,South America,Venezuela,39,0,15,0,0,35447,8296,21739
19PEK_07,Americas,South America,Colombia,0,837,0,0,0,3985,639,60075
19PEK_07,Americas,South America,Venezuela,0,837,0,0,0,3985,639,60075
19PEK_08,Americas,South America,Colombia,0,0,0,40,0,17695,429,47372
19PEK_08,Americas,South America,Venezuela,0,0,0,40,0,17695,429,47372
19PEK_09,Americas,South America,Colombia,0,0,0,0,0,2163,1504,61869
19PEK_09,Americas,South America,Venezuela,0,0,0,0,0,2163,1504,61869
19PEK_10,Americas,South America,Colombia,4,336,0,49,0,17753,17868,29526
19PEK_10,Americas,South America,Venezuela,4,336,0,49,0,17753,17868,29526
19PEK_11,Americas,South America,Colombia,100,173,75,3734,0,22575,8014,30865
19PEK_11,Americas,South America,Venezuela,100,173,75,3734,0,22575,8014,30865
19PEK_12,Americas,South America,Colombia,65,58,818,0,0,10654,9617,44324
19PEK_12,Americas,South America,Venezuela,65,58,818,0,0,10654,9617,44324
19PEK_13,Americas,South America,Colombia,3,0,133,0,0,2583,3935,58882
19PEK_13,Americas,South America,Venezuela,3,0,133,0,0,2583,3935,58882
19PEK_14,Americas,South America,Colombia,0,313,0,0,0,16135,1387,47701
19PEK_14,Americas,South America,Venezuela,0,313,0,0,0,16135,1387,47701
19PEK_15,Americas,South America,Colombia,10,417,627,2,0,2658,25458,36364
19PEK_15,Americas,South America,Venezuela,10,417,627,2,0,2658,25458,36364
19PEK_16,Americas,South America,Colombia,0,1,52,26,0,35536,17853,12068
19PEK_16,Americas,South America,Venezuela,0,1,52,26,0,35536,17853,12068
19PEK_17,Americas,South America,Colombia,156,50,63,6,0,32359,23758,9144
19PEK_17,Americas,South America,Venezuela,156,50,63,6,0,32359,23758,9144
19PEK_18,Americas,South America,Colombia,111,0,57,0,0,14730,31038,19600
19PEK_18,Americas,South America,Venezuela,111,0,57,0,0,14730,31038,19600
19PEK_19,Americas,South America,Colombia,40,0,14,0,0,54618,4205,6659
19PEK_19,Americas,South America,Venezuela,40,0,14,0,0,54618,4205,6659
19PEK_20,Americas,South America,Colombia,35,0,112,0,0,19693,37167,8529
19PEK_20,Americas,South America,Venezuela,35,0,112,0,0,19693,37167,8529
19PEK_21,Americas,South America,Colombia,300,762,0,0,0,27321,3751,33402
19PEK_21,Americas,South America,Venezuela,300,762,0,0,0,27321,3751,33402
19PEK_22,Americas,South America,Colombia,0,0,0,0,0,51469,945,13122
19PEK_22,Americas,South America,Venezuela,0,0,0,0,0,51469,945,13122
19PEK_23,Americas,South America,Colombia,41,268,0,0,0,21194,288,43745
19PEK_23,Americas,South America,Venezuela,41,268,0,0,0,21194,288,43745
19PEK_24,Americas,South America,Colombia,0,0,226,0,0,1804,62958,548
19PEK_24,Americas,South America,Venezuela,0,0,226,0,0,1804,62958,548
19PEK_25,Americas,South America,Colombia,0,0,0,0,0,50269,337,14930
19PEK_25,Americas,South America,Venezuela,0,0,0,0,0,50269,337,14930
19PEK_26,Americas,South America,Colombia,0,0,60,0,0,17320,8605,39551
19PEK_26,Americas,South America,Venezuela,0,0,60,0,0,17320,8605,39551
19PEK_27,Americas,South America,Colombia,106,32,196,0,0,30493,212,34497
19PEK_27,Americas,South America,Venezuela,106,32,196,0,0,30493,212,34497
19PEK_28,Americas,South America,Colombia,113,2385,236,0,0,50687,1881,10234
19PEK_28,Americas,South America,Venezuela,113,2385,236,0,0,50687,1881,10234
19PEK_29,Americas,South America,Colombia,98,5,0,0,0,16141,9,49283
19PEK_29,Americas,South America,Venezuela,98,5,0,0,0,16141,9,49283
20JPQ_00,Americas,South America,Argentina,78,62914,5,1099,0,193,0,1247
20JPQ_00,Americas,South America,Brazil,78,62914,5,1099,0,193,0,1247
20JPQ_01,Americas,South America,Argentina,262,0,44546,0,0,1613,15006,4109
20JPQ_01,Americas,South America,Brazil,262,0,44546,0,0,1613,15006,4109
20JPQ_01,Americas,South America,Paraguay,262,0,44546,0,0,1613,15006,4109
20JPQ_02,Americas,South America,Argentina,164,2743,0,4,0,632,0,61993
20JPQ_02,Americas,South America,Brazil,164,2743,0,4,0,632,0,61993
20JPQ_03,Americas,South America,Argentina,60,0,0,1024,0,34415,11465,18572
20JPQ_03,Americas,South America,Brazil,60,0,0,1024,0,34415,11465,18572
20JPQ_04,Americas,South America,Argentina,0,0,0,0,0,0,65536,0
20JPQ_04,Americas,South America,Brazil,0,0,0,0,0,0,65536,0
20JPQ_04,Americas,South America,Paraguay,0,0,0,0,0,0,65536,0
20JPQ_05,Americas,South America,Argentina,9,0,0,0,0,74,0,65453
20JPQ_05,Americas,South America,Brazil,9,0,0,0,0,74,0,65453
20JPQ_06,Americas,South America,Argentina,217,0,193,0,0,1000,61188,2938
20JPQ_06,Americas,South America,Brazil,217,0,193,0,0,1000,61188,2938
20JPQ_07,Americas,South America,Argentina,317,0,226,0,0,5,64903,85
20JPQ_07,Americas,South America,Brazil,317,0,226,0,0,5,64903,85
20JPQ_07,Americas,South America,Paraguay,317,0,226,0,0,5,64903,85
20JPQ_08,Americas,South America,Argentina,48,0,1,0,0,10580,52135,2772
20JPQ_08,Americas,South America,Brazil,48,0,1,0,0,10580,52135,2772
20JPQ_08,Americas,South America,Paraguay,48,0,1,0,0,10580,52135,2772
20JPQ_09,Americas,South America,Argentina,250,0,87,0,0,5028,45415,14756
20JPQ_09,Americas,South America,Brazil,250,0,87,0,0,5028,45415,14756
20JPQ_10,Americas,South America,Argentina,0,0,4,0,0,9237,0,56295
20JPQ_10,Americas,South America,Brazil,0,0,4,0,0,9237,0,56295
20JPQ_11,Americas,South America,Argentina,215,0,140,0,0,68,65022,91
20JPQ_11,Americas,South America,Brazil,215,0,140,0,0,68,65022,91
20JPQ_11,Americas,South America,Paraguay,215,0,140,0,0,68,65022,91
20JPQ_12,Americas,South America,Argentina,124,0,79,0,0,13792,50184,1357
20JPQ_12,Americas,South America,Brazil,124,0,79,0,0,13792,50184,1357
20JPQ_12,Americas,South America,Paraguay,124,0,79,0,0,13792,50184,1357
20JPQ_13,Americas,South America,Argentina,16,0,22,0,0,12587,51686,1225
20JPQ_13,Americas,South America,Brazil,16,0,22,0,0,12587,51686,1225
20JPQ_13,Americas,South America,Paraguay,16,0,22,0,0,12587,51686,1225
20JPQ_14,Americas,South America,Argentina,833,0,302,133,0,2721,60354,1193
20JPQ_14,Americas,South America,Brazil,833,0,302,133,0,2721,60354,1193
20JPQ_15,Americas,South America,Argentina,145,0,63,0,0,13009,49436,2883
20JPQ_15,Americas,South America,Brazil,145,0,63,0,0,13009,49436,2883
20JPQ_15,Americas,South America,Paraguay,145,0,63,0,0,13009,49436,2883
20JPQ_16,Americas,South America,Argentina,414,0,10,70,0,739,18854,45449
20JPQ_16,Americas,South America,Brazil,414,0,10,70,0,739,18854,45449
20JPQ_17,Americas,South America,Argentina,321,0,106,0,0,10977,48759,5373
20JPQ_17,Americas,South America,Brazil,321,0,106,0,0,10977,48759,5373
20JPQ_18,Americas,South America,Argentina,0,0,3,0,0,4176,61100,257
20JPQ_18,Americas,South America,Brazil,0,0,3,0,0,4176,61100,257
20JPQ_18,Americas,South America,Paraguay,0,0,3,0,0,4176,61100,257
20JPQ_19,Americas,South America,Argentina,25,0,8,0,0,198,64958,347
20JPQ_19,Americas,South America,Brazil,25,0,8,0,0,198,64958,347
20JPQ_19,Americas,South America,Paraguay,25,0,8,0,0,198,64958,347
20JPQ_20,Americas,South America,Argentina,7,0,122,0,0,3492,60392,1523
20JPQ_20,Americas,South America,Brazil,7,0,122,0,0,3492,60392,1523
20JPQ_21,Americas,South America,Argentina,204,0,234,108,0,8407,54357,2226
20JPQ_21,Americas,South America,Brazil,204,0,234,108,0,8407,54357,2226
20JPQ_21,Americas,South America,Paraguay,204,0,234,108,0,8407,54357,2226
20JPQ_22,Americas,South America,Argentina,60,0,11,0,0,4989,59148,1328
20JPQ_22,Americas,South America,Brazil,60,0,11,0,0,4989,59148,1328
20JPQ_22,Americas,South America,Paraguay,60,0,11,0,0,4989,59148,1328
20JPQ_23,Americas,South America,Argentina,98,0,0,0,0,11855,31803,21780
20JPQ_23,Americas,South America,Brazil,98,0,0,0,0,11855,31803,21780
20JPQ_24,Americas,South America,Argentina,47,0,203,291,0,9576,53286,2133
20JPQ_24,Americas,South America,Brazil,47,0,203,291,0,9576,53286,2133
20JPQ_24,Americas,South America,Paraguay,47,0,203,291,0,9576,53286,2133
20JPQ_25,Americas,South America,Argentina,60,0,139,0,0,6548,55487,3302
20JPQ_25,Americas,South America,Brazil,60,0,139,0,0,6548,55487,3302
20JPQ_26,Americas,South America,Argentina,17,0,0,0,0,8545,46519,10455
20JPQ_26,Americas,South America,Brazil,17,0,0,0,0,8545,46519,10455
20JPQ_26,Americas,South America,Paraguay,17,0,0,0,0,8545,46519,10455
20JPQ_27,Americas,South America,Argentina,103,0,118,0,0,3204,59258,2853
20JPQ_27,Americas,South America,Brazil,103,0,118,0,0,3204,59258,2853
20JPQ_28,Americas,South America,Argentina,70,0,11,0,0,10053,51311,4091
20JPQ_28,Americas,South America,Brazil,70,0,11,0,0,10053,51311,4091
20JPQ_28,Americas,South America,Paraguay,70,0,11,0,0,10053,51311,4091
20JPQ_29,Americas,South America,Argentina,0,0,23,0,0,18897,21,46595
20JPQ_29,Americas,South America,Brazil,0,0,23,0,0,18897,21,46595
20JQL_00,Americas,South America,Argentina,0,65536,0,0,0,0,0,0
20JQL_00,Americas,South America,Brazil,0,65536,0,0,0,0,0,0
20JQL_01,Americas,South America,Argentina,149,40,64336,0,0,104,510,397
20JQL_01,Americas,South America,Brazil,149,40,64336,0,0,104,510,397
20JQL_02,Americas,South America,Argentina,175,923,490,24024,0,12231,45,27648
20JQL_02,Americas,South America,Brazil,175,923,490,24024,0,12231,45,27648
20JQL_03,Americas,South America,Argentina,25,0,0,0,0,29670,1024,34817
20JQL_03,Americas,South America,Brazil,25,0,0,0,0,29670,1024,34817
20JQL_04,Americas,South America,Argentina,0,0,0,0,0,0,65526,10
20JQL_04,Americas,South America,Brazil,0,0,0,0,0,0,65526,10
20JQL_05,Americas,South America,Argentina,15,0,145,0,0,3241,31983,30152
20JQL_05,Americas,South America,Brazil,15,0,145,0,0,3241,31983,30152
20JQL_06,Americas,South America,Argentina,0,34046,0,532,0,23065,0,7893
20JQL_06,Americas,South America,Brazil,0,34046,0,532,0,23065,0,7893
20JQL_07,Americas,South America,Argentina,29,0,3,0,0,2935,60360,2209
20JQL_07,Americas,South America,Brazil,29,0,3,0,0,2935,60360,2209
20JQL_08,Americas,South America,Argentina,0,0,5,0,0,14544,49533,1454
20JQL_08,Americas,South America,Brazil,0,0,5,0,0,14544,49533,1454
20JQL_09,Americas,South America,Argentina,995,19253,10940,82,0,19096,6666,8504
20JQL_09,Americas,South America,Brazil,995,19253,10940,82,0,19096,6666,8504
20JQL_10,Americas,South America,Argentina,88,55,53,0,0,6971,52047,6322
20JQL_10,Americas,South America,Brazil,88,55,53,0,0,6971,52047,6322
20JQL_11,Americas,South America,Argentina,120,0,0,62,0,3076,50005,12273
20JQL_11,Americas,South America,Brazil,120,0,0,62,0,3076,50005,12273
20JQL_12,Americas,South America,Argentina,20,0,1,0,0,1472,56160,7883
20JQL_12,Americas,South America,Brazil,20,0,1,0,0,1472,56160,7883
20JQL_13,Americas,South America,Argentina,106,966,4,1253,0,8014,36063,19130
20JQL_13,Americas,South America,Brazil,106,966,4,1253,0,8014,36063,19130
20JQL_14,Americas,South America,Argentina,0,65325,0,0,0,0,0,211
20JQL_14,Americas,South America,Brazil,0,65325,0,0,0,0,0,211
20JQL_15,Americas,South America,Argentina,3,8039,1,399,0,24119,1024,31951
20JQL_15,Americas,South America,Brazil,3,8039,1,399,0,24119,1024,31951
20JQL_16,Americas,South America,Argentina,0,3364,0,0,0,28081,4083,30008
20JQL_16,Americas,South America,Brazil,0,3364,0,0,0,28081,4083,30008
20JQL_17,Americas,South America,Argentina,910,4787,170,2701,0,6100,14602,36266
20JQL_17,Americas,South America,Brazil,910,4787,170,2701,0,6100,14602,36266
20JQL_18,Americas,South America,Argentina,33,0,449,6,0,204,62653,2191
20JQL_18,Americas,South America,Brazil,33,0,449,6,0,204,62653,2191
20JQL_19,Americas,South America,Argentina,66,0,39,0,0,92,64767,572
20JQL_19,Americas,South America,Brazil,66,0,39,0,0,92,64767,572
20JQL_20,Americas,South America,Argentina,0,17813,0,0,0,36524,1106,10093
20JQL_20,Americas,South America,Brazil,0,17813,0,0,0,36524,1106,10093
20JQL_21,Americas,South America,Argentina,70,0,356,0,0,122,64334,654
20JQL_21,Americas,South America,Brazil,70,0,356,0,0,122,64334,654
20JQL_22,Americas,South America,Argentina,18,0,0,0,0,2761,45698,17059
20JQL_22,Americas,South America,Brazil,18,0,0,0,0,2761,45698,17059
20JQL_23,Americas,South America,Argentina,0,33787,0,0,0,19676,11,12062
20JQL_23,Americas,South America,Brazil,0,33787,0,0,0,19676,11,12062
20JQL_24,Americas,South America,Argentina,43,0,0,292,0,25792,3110,36299
20JQL_24,Americas,South America,Brazil,43,0,0,292,0,25792,3110,36299
20JQL_25,Americas,South America,Argentina,370,0,308,266,0,3517,38760,22315
20JQL_25,Americas,South America,Brazil,370,0,308,266,0,3517,38760,22315
20JQL_26,Americas,South America,Argentina,0,0,18,0,0,16650,46535,2333
20JQL_26,Americas,South America,Brazil,0,0,18,0,0,16650,46535,2333
20JQL_27,Americas,South America,Argentina,682,0,79,0,0,27561,25192,12022
20JQL_27,Americas,South America,Brazil,682,0,79,0,0,27561,25192,12022
20JQL_28,Americas,South America,Argentina,1348,0,292,35,0,9633,32492,21736
20JQL_28,Americas,South America,Brazil,1348,0,292,35,0,9633,32492,21736
20JQL_29,Americas,South America,Argentina,1,2001,137,4,0,10276,43739,9378
20JQL_29,Americas,South America,Brazil,1,2001,137,4,0,10276,43739,9378
20KKU_00,Americas,South America,Argentina,132,59995,698,2644,1180,0,0,887
20KKU_00,Americas,South America,Brazil,132,59995,698,2644,1180,0,0,887
20KKU_01,Americas,South America,Argentina,0,0,59385,0,0,1365,1102,3684
20KKU_01,Americas,South America,Brazil,0,0,59385,0,0,1365,1102,3684
20KKU_02,Americas,South America,Argentina,0,0,0,41827,0,0,0,23709
20KKU_02,Americas,South America,Brazil,0,0,0,41827,0,0,0,23709
20KKU_03,Americas,South America,Argentina,0,61440,0,0,1024,0,2048,1024
20KKU_03,Americas,South America,Brazil,0,61440,0,0,1024,0,2048,1024
20KKU_04,Americas,South America,Argentina,0,0,0,0,0,65536,0,0
20KKU_04,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
20KKU_05,Americas,South America,Argentina,0,18,176,0,0,52,65245,45
20KKU_05,Americas,South America,Brazil,0,18,176,0,0,52,65245,45
20KKU_06,Americas,South America,Argentina,2,0,38,6796,0,1518,0,57182
20KKU_06,Americas,South America,Brazil,2,0,38,6796,0,1518,0,57182
20KKU_07,Americas,South America,Argentina,211,0,1008,8118,250,1475,0,54474
20KKU_07,Americas,South America,Brazil,211,0,1008,8118,250,1475,0,54474
20KKU_08,Americas,South America,Argentina,2,0,719,24,0,14008,48038,2745
20KKU_08,Americas,South America,Brazil,2,0,719,24,0,14008,48038,2745
20KKU_09,Americas,South America,Argentina,0,0,75,2835,0,46882,4649,11095
20KKU_09,Americas,South America,Brazil,0,0,75,2835,0,46882,4649,11095
20KKU_10,Americas,South America,Argentina,0,0,1,64873,0,0,0,662
20KKU_10,Americas,South America,Brazil,0,0,1,64873,0,0,0,662
20KKU_11,Americas,South America,Argentina,0,0,3,314,0,53685,0,11534
20KKU_11,Americas,South America,Brazil,0,0,3,314,0,53685,0,11534
20KKU_12,Americas,South America,Argentina,0,0,0,302,0,61552,0,3682
20KKU_12,Americas,South America,Brazil,0,0,0,302,0,61552,0,3682
20KKU_13,Americas,South America,Argentina,0,0,8,0,0,65359,72,97
20KKU_13,Americas,South America,Brazil,0,0,8,0,0,65359,72,97
20KKU_14,Americas,South America,Argentina,4,32,112,23766,0,0,0,41622
20KKU_14,Americas,South America,Brazil,4,32,112,23766,0,0,0,41622
20KKU_15,Americas,South America,Argentina,0,0,0,0,0,64772,3,761
20KKU_15,Americas,South America,Brazil,0,0,0,0,0,64772,3,761
20KKU_16,Americas,South America,Argentina,0,0,0,0,0,65517,8,11
20KKU_16,Americas,South America,Brazil,0,0,0,0,0,65517,8,11
20KKU_17,Americas,South America,Argentina,0,0,1055,0,0,61287,43,3151
20KKU_17,Americas,South America,Brazil,0,0,1055,0,0,61287,43,3151
20KKU_18,Americas,South America,Argentina,151,0,6635,0,0,43196,10784,4770
20KKU_18,Americas,South America,Brazil,151,0,6635,0,0,43196,10784,4770
20KKU_19,Americas,South America,Argentina,12,27,5802,0,0,23845,14652,21198
20KKU_19,Americas,South America,Brazil,12,27,5802,0,0,23845,14652,21198
20KKU_20,Americas,South America,Argentina,61,0,245,10881,0,701,0,53648
20KKU_20,Americas,South America,Brazil,61,0,245,10881,0,701,0,53648
20KKU_21,Americas,South America,Argentina,18,0,0,47334,0,0,0,18184
20KKU_21,Americas,South America,Brazil,18,0,0,47334,0,0,0,18184
20KKU_22,Americas,South America,Argentina,45,0,0,44288,0,982,0,20221
20KKU_22,Americas,South America,Brazil,45,0,0,44288,0,982,0,20221
20KKU_23,Americas,South America,Argentina,0,125,166,1206,0,1943,343,61753
20KKU_23,Americas,South America,Brazil,0,125,166,1206,0,1943,343,61753
20KKU_24,Americas,South America,Argentina,0,0,0,1313,0,8124,0,56099
20KKU_24,Americas,South America,Brazil,0,0,0,1313,0,8124,0,56099
20KKU_25,Americas,South America,Argentina,0,0,1424,2196,479,13178,17157,31102
20KKU_25,Americas,South America,Brazil,0,0,1424,2196,479,13178,17157,31102
20KKU_26,Americas,South America,Argentina,0,0,0,62377,0,0,0,3159
20KKU_26,Americas,South America,Brazil,0,0,0,62377,0,0,0,3159
20KKU_27,Americas,South America,Argentina,0,0,0,0,0,60832,416,4288
20KKU_27,Americas,South America,Brazil,0,0,0,0,0,60832,416,4288
20KKU_28,Americas,South America,Argentina,0,0,0,65536,0,0,0,0
20KKU_28,Americas,South America,Brazil,0,0,0,65536,0,0,0,0
20KKU_29,Americas,South America,Argentina,39,527,0,58739,0,2177,15,4039
20KKU_29,Americas,South America,Brazil,39,527,0,58739,0,2177,15,4039
20KQV_00,Americas,South America,Argentina,0,1379,166,0,0,14882,0,49109
20KQV_00,Americas,South America,Brazil,0,1379,166,0,0,14882,0,49109
20KQV_00,Americas,South America,Paraguay,0,1379,166,0,0,14882,0,49109
20KQV_01,Americas,South America,Argentina,0,0,47,182,0,8513,56327,467
20KQV_01,Americas,South America,Brazil,0,0,47,182,0,8513,56327,467
20KQV_01,Americas,South America,Paraguay,0,0,47,182,0,8513,56327,467
20KQV_02,Americas,South America,Argentina,0,0,0,0,0,65536,0,0
20KQV_02,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
20KQV_02,Americas,South America,Paraguay,0,0,0,0,0,65536,0,0
20KQV_03,Americas,South America,Argentina,0,0,168,0,0,150,63746,1472
20KQV_03,Americas,South America,Brazil,0,0,168,0,0,150,63746,1472
20KQV_03,Americas,South America,Paraguay,0,0,168,0,0,150,63746,1472
20KQV_04,Americas,South America,Argentina,0,0,0,0,0,226,969,64341
20KQV_04,Americas,South America,Brazil,0,0,0,0,0,226,969,64341
20KQV_04,Americas,South America,Paraguay,0,0,0,0,0,226,969,64341
20KQV_05,Americas,South America,Argentina,0,0,104,0,0,38930,19722,6780
20KQV_05,Americas,South America,Brazil,0,0,104,0,0,38930,19722,6780
20KQV_05,Americas,South America,Paraguay,0,0,104,0,0,38930,19722,6780
20KQV_06,Americas,South America,Argentina,0,0,1884,0,0,2015,57559,4078
20KQV_06,Americas,South America,Brazil,0,0,1884,0,0,2015,57559,4078
20KQV_06,Americas,South America,Paraguay,0,0,1884,0,0,2015,57559,4078
20KQV_07,Americas,South America,Argentina,0,0,0,0,0,31377,33375,784
20KQV_07,Americas,South America,Brazil,0,0,0,0,0,31377,33375,784
20KQV_07,Americas,South America,Paraguay,0,0,0,0,0,31377,33375,784
20KQV_08,Americas,South America,Argentina,0,0,3594,0,0,13310,45276,3356
20KQV_08,Americas,South America,Brazil,0,0,3594,0,0,13310,45276,3356
20KQV_08,Americas,South America,Paraguay,0,0,3594,0,0,13310,45276,3356
20KQV_09,Americas,South America,Argentina,0,0,1133,0,0,3729,57533,3141
20KQV_09,Americas,South America,Bolivia,0,0,1133,0,0,3729,57533,3141
