identifier,test,No Data,Water,Artificial Bareground,Natural Bareground,Permanent Snow/Ice,Woody Vegetation,Cultivated Vegetation,(Semi) Natural Vegetation
52UEA_02,False,0,15921,3875,0,11773,5010,9180,19777
47ULP_07,False,0,24,3,0,0,19113,69,46327
48UUA_28,True,0,13,29,0,76,22751,5314,37353
39RYM_25,False,0,0,12092,2285,0,114,43283,7762
48UUA_10,False,0,0,9,0,0,20957,0,44570
40TES_15,False,1,0,0,17025,0,0,0,48510
50SLB_17,False,0,0,5317,0,265,2,59952,0
51UXB_16,False,0,2474,3788,409,7,33074,0,25784
37TFJ_17,False,0,53,2,0,0,45050,75,20356
43SCS_24,False,0,0,408,0,0,0,6244,58884
43SER_13,True,0,0,2813,0,0,9,62662,52
53UMB_11,False,6,1633,0,0,0,49060,0,14837
47ULP_00,False,5,38485,15,0,113,303,4171,22444
41TLL_09,False,1,5483,296,0,0,22338,35915,1503
39RYM_22,True,0,0,0,65536,0,0,0,0
52UEA_05,False,0,0,0,0,4,75,23,65434
36SWF_12,False,0,0,509,0,0,35569,476,28982
49TFK_20,True,180,0,4,10234,0,0,0,55118
44RLQ_06,False,0,8,1064,0,469,40,60337,3618
37TFJ_28,False,0,570,717,32,258,61045,895,2019
51UXB_29,False,0,5,554,0,0,43477,0,21500
50SLB_28,False,0,303,2640,0,0,52,62530,11
42SXG_14,True,0,0,0,47954,3395,0,0,14187
57VVE_08,False,0,65536,0,0,0,0,0,0
50MRV_21,False,0,19,433,0,83,27684,20739,16578
43TFL_21,False,2,0,0,64510,0,0,0,1024
47QKC_19,False,0,0,399,0,0,60854,1705,2578
44RKV_26,False,0,0,0,0,0,10094,0,55442
45UXV_10,False,0,0,0,0,0,55459,7,10070
50MRA_05,False,0,7,1646,0,81,2043,26924,34835
36SXH_16,False,0,0,1410,10251,0,0,53575,300
50SPF_00,False,55,61122,741,0,260,4,3345,9
46REU_29,False,0,1266,3708,0,0,32850,1954,25758
38TLL_23,False,0,0,0,0,0,41139,0,24397
47RLN_05,False,95,2626,1297,0,0,3329,16851,41338
44RKV_19,False,0,0,40,0,0,39465,24851,1180
47QKC_26,False,0,0,0,0,0,64105,31,1400
41TMN_11,False,0,0,0,6174,0,0,0,59362
54MYA_13,True,0,0,0,0,76,63498,0,1962
46RFV_06,False,5,0,389,0,11,3355,2102,59674
46REU_16,False,0,71,11,183,8223,7263,8,49777
50TNT_11,False,0,0,0,0,0,198,2,65336
46TDT_03,False,0,0,0,65536,0,0,0,0
36SXH_29,False,0,0,18283,0,0,65,46844,344
39UUS_08,False,0,0,1121,0,0,390,62392,1633
48MTE_10,False,0,0,0,0,0,479,65056,1
50SPF_07,False,8,572,26717,0,99,0,38131,9
50TNT_29,False,0,0,0,0,0,43,5,65488
38TLL_24,False,0,0,4,0,4,13427,196,51905
36SXH_11,False,69,24987,1502,0,3566,4975,4785,25652
45UXV_17,True,0,0,5,0,0,9441,40017,16073
50MRA_02,False,8,6,19769,0,14328,2257,29010,158
48MTE_28,False,0,0,0,0,0,491,64938,107
44RKV_21,False,2,0,0,2894,31515,7,0,31118
42UVA_09,False,0,4359,0,0,134,24,0,61019
41TMN_29,True,0,0,0,60046,0,0,0,5490
43TFL_26,True,0,3801,0,2490,0,4799,0,54446
42SXG_13,False,1,722,0,18730,61,6775,1,39246
50MRV_26,False,0,62581,0,0,2955,0,0,0
45UXV_28,False,0,0,2,0,0,61346,433,3755
48MTE_17,False,27,2474,1469,0,0,1685,58220,1661
46TDT_04,False,0,21,0,16,0,29183,0,36316
46RFV_01,True,15,3850,8642,6457,222,12333,10816,23201
46REU_11,False,0,0,0,64769,0,0,0,767
50TNT_16,False,0,0,0,0,0,5819,6,59711
50MRV_19,False,0,0,355,0,0,44276,17478,3427
54MYA_14,False,0,2337,0,0,106,57428,0,5665
43TFL_19,True,16,0,0,65520,0,0,0,0
47QKC_21,False,0,0,4430,0,0,29,61036,41
41TMN_16,True,0,0,0,13287,0,0,0,52249
47RLN_02,False,42,0,0,13326,52168,0,0,0
39UUS_06,False,0,0,175,0,0,84,0,65277
45UXV_21,False,0,5326,45,0,19,222,0,59924
38TLL_12,False,0,0,1117,435,0,0,42007,21977
46RFV_08,False,0,171,91,7062,12705,5883,388,39236
46REU_18,False,8,0,407,0,18464,13421,1014,32222
36SXH_27,False,0,0,812,0,3,6167,305,58249
50MRV_10,False,4,0,685,0,58,15431,42280,7078
42SXG_25,True,0,0,0,0,0,0,0,65536
44RKV_17,False,0,0,1,3072,30170,27,0,32266
53TLM_03,False,0,0,0,0,0,0,65536,0
47QKC_28,True,0,0,2054,0,0,110,56818,6554
47UMA_02,False,4,0,0,0,0,215,0,65317
43TFL_10,False,0,0,0,65536,0,0,0,0
36SXH_18,False,0,108,9623,491,0,19284,8304,27726
51QUG_02,False,0,6,668,0,10158,33774,375,20555
46REU_27,False,0,0,1,3468,47706,341,0,14020
50TNT_20,False,0,0,0,0,0,9,0,65527
50MLC_03,False,0,0,0,0,0,0,65536,0
48MTE_21,False,0,0,0,0,0,60985,4374,177
44QMG_03,False,0,0,0,0,0,65536,0,0
42UVA_00,False,0,65536,0,0,0,0,0,0
41TMN_20,False,0,0,0,59957,28,0,0,5551
47QKC_17,False,0,123,627,0,0,732,63736,318
48SVA_03,False,0,0,0,0,0,65536,0,0
44RKV_28,False,0,0,0,0,0,37296,301,27939
57VVE_06,False,15,0,4,0,0,31547,598,33372
54MYA_22,False,0,26,0,0,205,7202,0,58103
43TFL_17,False,3,0,0,65533,0,0,0,0
47UMA_05,False,5,0,1031,0,0,1415,62430,655
41TMN_18,True,6,0,0,38905,1,0,0,26624
44RKV_10,False,0,1209,83,113,229,10269,459,53174
53TLM_04,True,0,0,0,0,0,0,2,65534
50MRV_17,False,0,25,1232,0,139,24296,20873,18971
42SXG_22,False,0,0,0,3317,20,386,2048,59765
36SXH_20,False,0,29,10537,39754,29,151,696,14340
38TLL_15,False,0,0,2276,0,11,123,62729,397
50TNT_18,False,0,0,0,8,0,103,91,65334
39UUS_01,True,0,0,1142,35508,0,0,28777,109
45UXV_26,False,0,0,0,0,0,36887,4,28645
48MTE_19,False,220,24,39,0,0,64090,312,851
54MYA_25,False,0,16451,0,0,262,44965,0,3858
57VVE_01,False,564,5827,9749,0,2738,39210,132,7316
50MRV_28,True,0,15,832,0,22,24981,30324,9362
48SVA_04,False,0,75,771,0,2,0,63996,692
42UVA_07,False,11,0,15,2095,0,1335,0,62080
41TMN_27,False,0,0,0,64550,0,35,0,951
47QKC_10,False,0,0,554,0,0,12777,39814,12391
43TFL_28,False,0,0,0,64512,0,0,0,1024
45UXV_19,True,0,21,0,0,0,58763,163,6589
48MTE_26,False,0,0,4,0,0,2119,62981,432
44QMG_04,False,6,333,457,0,0,1062,61965,1713
46REU_20,False,0,0,4,4403,0,855,0,60274
50SPF_09,False,745,59,12550,0,0,0,51847,335
50TNT_27,False,0,0,0,595,0,1,0,64940
50MLC_04,False,0,0,2751,0,0,33801,5527,23457
51QUG_05,False,0,0,376,0,1109,11882,780,51389
50TLP_20,False,0,0,4411,563,0,72,16233,44257
47TQM_19,False,0,0,0,53257,0,0,0,12279
50UMF_04,False,0,0,0,0,0,107,0,65429
49TFJ_29,False,0,0,0,65536,0,0,0,0
43QBD_19,False,8,4193,3574,0,0,13,56295,1453
53UNS_23,False,2,0,121,0,0,34238,1085,30090
46UGV_25,True,4,0,1,14288,1130,4928,23,45162
47TQM_26,True,4,0,0,0,121,49317,0,16094
41TNE_03,True,0,23846,26,1342,138,13,0,40171
47ULB_22,False,0,32,0,0,31,30856,2084,32533
51PWM_21,False,8,0,192,0,0,28542,4079,32715
57UWA_21,False,0,0,0,0,40,64724,0,772
39TXM_01,False,71,1026,56165,7629,186,17,87,355
45TYH_09,False,0,0,0,65536,0,0,0,0
43QBD_26,False,0,0,1954,0,0,61,63175,346
49TFJ_16,True,0,165,0,59402,0,0,0,5969
46UGV_22,False,0,0,0,286,0,0,125,65125
49QCE_08,False,0,175,1664,0,0,46987,16022,688
53UNS_24,False,0,0,0,0,0,7348,125,58063
50UMF_03,False,0,0,55,0,0,65379,0,102
50TLP_27,False,2,0,880,0,0,164,1459,63031
57UWA_19,False,5,109,0,0,194,65137,0,91
51PWM_19,False,273,18834,22957,0,586,5114,8420,9352
43QBD_21,False,0,0,6079,0,0,12065,24965,22427
49TFJ_11,False,0,0,0,65500,0,5,0,31
48QTK_08,False,0,0,65,0,0,16285,4634,44552
51PWM_26,False,20,0,175,0,3,41526,5902,17910
57UWA_26,True,0,16671,0,0,1,43438,0,5426
39TXM_06,True,0,52009,0,0,1841,0,0,11686
50TLP_18,False,0,0,1636,11121,0,0,16831,35948
47ULB_25,True,0,89,0,0,1,64451,36,959
47TQM_21,False,0,0,0,0,0,49439,0,16097
41TNE_04,False,26,435,1576,184,158,50228,599,12330
53UNS_12,False,0,0,0,0,0,50831,127,14578
43QBD_28,False,17,4217,3981,0,0,236,54016,3069
49TFJ_18,False,14,20269,1554,29255,0,19,0,14425
44TLN_04,True,0,0,2,0,0,55944,17,9573
48QTK_01,False,4,7123,14130,0,321,12642,20564,10752
45TYH_07,False,0,0,1381,64155,0,0,0,0
46UGV_14,False,0,0,2,48808,0,0,752,15974
50TLP_11,False,0,0,183,10460,19,29,942,53903
47TQM_28,False,1,0,0,858,0,12224,0,52453
45TWG_03,False,0,0,0,65536,0,0,0,0
49TFJ_27,False,0,0,0,65461,0,0,0,75
49QCE_01,False,0,150,64979,0,0,7,390,10
43QBD_17,True,0,154,3829,0,0,1426,59781,346
47TQM_17,False,0,0,0,0,201,0,0,65335
57UWA_10,False,0,0,0,0,0,59543,0,5993
45RWM_05,False,28,137,913,5082,63,770,40928,17615
51PWM_10,False,4,35,108,0,0,39494,1397,24498
47ULB_13,False,0,1508,7,0,69,61130,176,2646
45TWG_04,False,0,0,1218,0,0,0,64309,9
51PWM_28,False,0,2,83,0,0,53365,7972,4114
39TXM_08,False,2,2198,0,24250,0,0,0,39086
57UWA_28,False,303,84,0,0,1155,49604,0,14390
50TLP_16,False,14,0,5412,17860,751,12176,514,28809
45TYH_00,True,0,0,0,65536,0,0,0,0
46UGV_13,True,0,0,29,5951,0,6269,0,53287
44TLN_03,False,0,0,0,65497,39,0,0,0
48QTK_06,False,0,0,3688,0,217,22762,14529,24340
53UNS_15,False,0,0,0,0,0,58797,0,6739
50TLP_29,False,1,0,1093,56286,0,30,108,8018
47ULB_14,True,0,0,0,0,0,57359,156,8021
57UWA_17,False,0,63328,0,0,0,2204,0,4
45RWM_02,False,0,0,0,65536,0,0,0,0
51PWM_17,False,0,53823,11,0,0,11498,199,5
47TQM_10,False,15,0,0,48,0,47344,0,18129
49TFJ_20,False,0,0,0,65536,0,0,0,0
49QCE_06,True,0,69,3253,0,0,29522,32422,270
43QBD_10,False,0,860,1670,0,0,6035,55698,1273
38TLL_14,False,0,0,13,0,6,851,11521,53145
50TNT_19,False,21,0,0,58347,0,0,0,7168
36SXH_21,False,0,0,4041,0,0,28531,1263,31701
39UUS_00,False,0,27111,1993,0,15,8130,27931,356
48MTE_18,True,0,0,50,0,0,7267,55834,2385
45UXV_27,False,0,19,76,0,0,13536,0,51905
53TLM_05,False,0,0,81,0,0,13,64830,612
44RKV_11,False,3,51,0,5552,19685,10,62,40173
47UMA_04,False,0,0,0,0,0,65481,0,55
43TFL_16,False,1,0,0,65535,0,0,0,0
41TMN_19,False,6,0,0,65333,0,2,0,195
50MRV_16,False,0,47209,2141,0,276,3677,11099,1134
42SXG_23,False,1,508,474,11138,1,3388,7533,42493
48MTE_27,False,223,22,51,0,0,26319,38794,127
45UXV_18,False,0,0,0,0,0,60827,2163,2546
44QMG_05,False,0,0,2,0,0,7745,15,57774
51QUG_04,False,24,6,922,0,73,181,63908,422
50TNT_26,True,0,0,0,0,0,157,246,65133
46REU_21,False,0,1851,115,0,9,42072,83,21406
50SPF_08,False,0,0,31601,0,11,0,33199,725
50MLC_05,False,0,59,474,0,0,51609,392,13002
50MRV_29,True,0,15,3,0,118,63493,464,1443
57VVE_00,True,0,65536,0,0,0,0,0,0
54MYA_24,False,0,15073,0,0,640,23989,0,25834
41TMN_26,True,7,0,0,65529,0,0,0,0
42UVA_06,True,5,0,0,0,0,8,213,65310
47QKC_11,False,0,0,320,0,0,7193,30006,28017
43TFL_29,False,0,0,0,65536,0,0,0,0
48SVA_05,True,0,0,0,0,0,9,0,65527
50MRV_11,False,0,0,3259,0,159,6747,32401,22970
42SXG_24,False,0,0,0,0,0,0,0,65536
47QKC_29,False,0,0,562,0,0,4256,46073,14645
43TFL_11,False,0,0,0,20484,0,0,0,45052
47UMA_03,True,0,665,675,0,0,1921,9,62266
53TLM_02,False,0,0,0,0,0,65536,0,0
44RKV_16,False,0,0,256,0,0,45215,16489,3576
39UUS_07,False,15,0,0,2559,5,5334,0,57623
45UXV_20,False,0,1063,249,0,0,9075,0,55149
36SXH_26,False,1,0,1293,43636,10,2549,9154,8893
46RFV_09,True,0,0,1,0,206,21788,217,43324
38TLL_13,False,0,0,8,0,0,0,65504,24
46REU_19,False,0,0,53,0,4097,24162,338,36886
48SVA_02,True,0,0,1,1075,0,4405,134,59921
44RKV_29,False,0,0,0,61192,4344,0,0,0
41TMN_21,False,0,0,0,65536,0,0,0,0
42UVA_01,True,3,0,47423,6144,510,3009,294,8153
47QKC_16,False,0,0,0,0,0,35679,780,29077
54MYA_23,False,0,4152,0,0,1270,55309,0,4805
57VVE_07,True,33,0,201,0,0,54538,1400,9364
50TNT_21,False,4,5,0,35241,0,1,0,30285
46REU_26,True,0,0,0,0,55197,3082,10,7247
50MLC_02,True,0,0,0,0,0,65505,0,31
36SXH_19,False,0,0,6767,29478,0,315,1206,27770
51QUG_03,False,0,0,0,0,26,65471,17,22
48MTE_20,False,0,491,1135,0,0,32696,8356,22858
44QMG_02,True,0,3178,215,211,0,24949,5831,31152
41TMN_28,False,0,0,0,65433,0,0,0,103
42UVA_08,False,4,0,0,0,0,15,267,65250
43TFL_27,True,0,0,0,24535,0,0,0,41001
44RKV_20,True,0,0,0,4412,60091,0,0,1033
42SXG_12,False,0,0,0,0,0,0,0,65536
50MRV_27,False,0,65536,0,0,0,0,0,0
36SXH_10,False,0,0,24953,2395,0,0,14571,23617
50TNT_28,False,0,0,0,0,0,0,0,65536
50SPF_06,False,0,0,2491,210,0,876,245,61714
38TLL_25,False,0,0,0,0,0,29741,4664,31131
48MTE_29,False,0,0,24,0,0,866,64544,102
45UXV_16,False,0,0,0,0,0,59874,3313,2349
50MRA_03,False,0,0,0,0,0,65536,0,0
54MYA_15,True,0,0,0,0,683,47620,0,17233
50MRV_18,False,0,2,2044,0,370,15893,35304,11923
47RLN_03,False,3,0,0,3072,62461,0,0,0
43TFL_18,True,5,0,0,65492,0,0,0,39
47QKC_20,False,0,0,1,0,0,50978,3231,11326
41TMN_17,False,0,0,0,59262,0,0,0,6274
48MTE_16,False,2,0,6,0,0,64427,970,131
45UXV_29,False,0,119,38,0,0,23779,1365,40235
46RFV_00,False,3,34590,0,567,8,11403,5,18960
50TNT_17,False,0,0,0,36864,0,0,0,28672
46REU_10,False,0,21,2,45479,1826,3549,15,14644
46TDT_05,False,3,0,0,0,70,0,0,65463
45UXV_11,False,0,0,0,0,0,50036,990,14510
50MRA_04,False,0,0,0,0,0,0,65506,30
50SPF_01,False,3,522,50541,0,2626,74,11757,13
46REU_28,True,0,3508,14,0,1,29123,199,32691
38TLL_22,False,0,96,263,0,20,22126,230,42801
36SXH_17,True,0,4419,4121,0,403,170,56150,273
42SXG_15,False,1,0,0,18248,0,2,121,47164
50MRV_20,False,4,183,3316,0,130,22341,27711,11851
57VVE_09,False,179,2060,19,0,0,18289,10441,34548
44RKV_27,False,1,1781,236,0,0,46752,6236,10530
43TFL_20,False,0,0,0,65536,0,0,0,0
47QKC_18,False,0,1116,3158,0,0,259,60965,38
36SXH_28,False,0,0,172,28381,23,296,2050,34614
46TDT_02,False,0,0,0,65536,0,0,0,0
46RFV_07,False,0,39,306,0,25,2559,1348,61259
50TNT_10,False,12,0,0,50211,0,0,0,15313
46REU_17,False,0,32854,6,1409,6,10275,86,20900
39UUS_09,True,1,0,25,0,0,524,0,64986
48MTE_11,False,0,0,181,0,0,274,64945,136
47QKC_27,False,0,0,22,0,0,26505,12277,26732
41TMN_10,True,0,0,0,2060,0,0,0,63476
47RLN_04,False,14,0,0,0,0,65195,0,327
44RKV_18,False,0,0,1,3,0,27632,2,37898
54MYA_12,False,0,5485,0,0,493,9375,0,50183
44TLN_02,True,3,0,0,60502,0,0,0,5031
48QTK_07,False,0,52,9,0,0,51585,1948,11942
45TYH_01,False,33,0,56363,7457,0,0,0,1683
46UGV_12,False,0,0,0,226,0,0,53478,11832
53UNS_14,False,19,0,1728,0,405,51109,19,12256
45TWG_05,False,13,0,1555,0,0,0,84,63884
50TLP_17,False,3,0,225,61424,0,209,327,3348
51PWM_29,False,0,268,61,0,0,61541,1082,2584
39TXM_09,True,7,0,320,2900,1,1,0,62307
57UWA_29,False,0,493,0,0,642,64103,0,298
49TFJ_21,False,99,0,11,65351,0,0,0,75
49QCE_07,False,0,112,358,0,0,47184,17265,617
43QBD_11,True,0,2874,2276,0,0,19254,35818,5314
45RWM_03,False,0,0,0,64397,0,0,0,1139
57UWA_16,False,0,0,0,0,260,56567,0,8709
51PWM_16,False,4,89,2,0,822,46479,17987,153
47ULB_15,False,0,0,0,0,0,27642,10976,26918
50TLP_28,False,3,0,3672,11392,0,45,2837,47587
47TQM_11,False,19,210,3,8719,0,28231,0,28354
50TLP_10,False,0,0,1242,644,0,8364,0,55286
45TWG_02,True,0,0,0,65536,0,0,0,0
47TQM_29,False,0,0,3789,17261,0,0,0,44486
53UNS_13,False,2,0,0,0,31,31128,674,33701
43QBD_29,False,0,257,1715,0,0,927,59681,2956
49TFJ_19,False,0,0,1725,34194,0,0,0,29617
45TYH_06,True,0,0,44,0,680,0,0,64812
46UGV_15,True,0,0,20,24740,0,13,65,40698
44TLN_05,False,0,0,0,0,0,0,65536,0
48QTK_00,False,0,32816,2512,0,31,2392,19525,8260
47TQM_16,False,0,0,0,0,0,0,0,65536
47ULB_12,False,0,5452,9,0,275,41501,5783,12516
45RWM_04,True,212,0,0,0,10,65292,11,11
57UWA_11,False,0,0,0,0,0,65480,0,56
51PWM_11,False,0,64851,0,0,0,685,0,0
49TFJ_26,False,1,0,7335,56452,0,0,0,1748
49QCE_00,False,0,65536,0,0,0,0,0,0
43QBD_16,False,24,44,9602,0,0,926,52733,2207
50UMF_02,False,0,0,0,0,0,0,0,65536
57UWA_18,False,0,0,0,0,0,65439,0,97
51PWM_18,False,0,8,46,0,0,41023,3925,20534
50TLP_26,False,1,0,2083,0,0,398,13523,49531
46UGV_23,True,0,0,0,343,0,0,48275,16918
49QCE_09,False,4,2924,5759,0,0,10050,46362,437
53UNS_25,False,7,552,109,0,1064,38934,686,24184
47ULB_24,False,0,0,2,0,35,18639,22947,23913
50TLP_19,False,0,0,4727,46340,0,496,903,13070
51PWM_27,False,60,17,6171,0,40,38269,15558,5421
57UWA_27,False,170,0,0,0,0,4810,0,60556
39TXM_07,False,3,1044,0,30657,1,0,0,33831
41TNE_05,False,90,0,2627,0,0,40,62688,91
47TQM_20,False,3,0,0,0,150,319,0,65064
43QBD_20,False,202,4024,19705,0,0,3245,24109,14251
49TFJ_10,True,0,0,212,10531,0,131,0,54662
48QTK_09,False,0,604,676,0,0,15061,8572,40623
49TFJ_28,False,0,941,0,64595,0,0,0,0
43QBD_18,False,4,0,4001,0,0,11,61456,64
53UNS_22,False,0,0,14,0,31,62621,84,2786
46UGV_24,False,3,0,4,0,0,0,1600,63929
50TLP_21,True,0,0,983,0,0,47,612,63894
47TQM_18,False,0,297,0,0,3941,15306,0,45992
50UMF_05,False,0,0,0,0,0,15309,0,50227
45TYH_08,False,0,0,0,65536,0,0,0,0
43QBD_27,False,0,28,1034,0,0,109,63255,1110
49TFJ_17,False,0,0,0,65536,0,0,0,0
41TNE_02,False,0,0,0,65536,0,0,0,0
47TQM_27,False,443,0,0,2223,0,0,0,62870
51PWM_20,False,128,29569,13867,0,81,3444,9401,9046
57UWA_20,True,25,0,0,0,0,53270,0,12241
39TXM_00,False,0,65536,0,0,0,0,0,0
47ULB_23,False,0,3339,0,0,188,54201,132,7676
47RLN_22,False,1291,0,0,0,64245,0,0,0
48SVA_15,True,0,1174,3998,0,1,23,47793,12547
47QKC_01,False,0,0,37964,0,0,3215,23542,815
42UVA_16,False,0,0,0,0,0,209,112,65215
57VVE_10,True,0,0,0,0,0,38473,12,27051
46RFV_21,False,0,0,0,0,36932,0,0,28604
50MLC_15,False,0,0,0,0,0,16778,240,48518
50SPF_18,False,407,0,25791,0,1081,129,37956,172
51QUG_14,False,120,7,5115,0,144,30269,19506,10375
46TDT_24,False,0,0,0,65536,0,0,0,0
44QMG_15,False,0,0,0,0,0,65312,0,224
45UXV_08,False,0,7,0,0,0,42988,5,22536
50MRV_06,False,0,65536,0,0,0,0,0,0
41TMN_09,False,0,0,0,16389,0,0,0,49147
42UVA_29,False,34,2588,0,0,0,202,342,62370
47UMA_14,False,0,0,0,0,0,17118,252,48166
43TFL_06,False,0,0,0,65536,0,0,0,0
53TLM_15,True,0,969,0,0,0,450,54596,9521
44RKV_01,False,3,324,0,65207,0,0,0,2
48MTE_08,False,12,0,0,0,0,64668,830,26
50MRA_22,False,20,0,2593,0,2,2006,55665,5250
39UUS_10,False,0,0,0,796,0,736,0,64004
50TNT_09,False,14,0,0,31746,0,0,18370,15406
50SPF_27,False,168,0,37707,0,1347,0,26308,6
38TLL_04,False,0,0,0,0,6,65154,144,232
39UUS_28,True,0,0,2081,0,0,52,62068,1335
44QMG_12,False,21,0,110,0,0,48970,2206,14229
51QUG_13,False,0,96,1034,0,117,3843,56411,4035
46TDT_23,False,0,0,0,65518,0,0,0,18
36SXH_09,False,0,0,13036,0,0,49,51094,1357
46RFV_26,False,0,136,0,0,61697,39,0,3664
50MLC_12,False,0,5072,1330,0,0,710,56050,2374
57VVE_17,False,25,20,0,0,0,7950,0,57541
47QKC_06,False,0,0,2,0,0,21986,7638,35910
42UVA_11,False,0,0,0,0,0,0,0,65536
47RLN_25,False,20,2,0,39865,24625,1024,0,0
48SVA_12,False,0,0,0,0,0,49214,156,16166
50SPF_20,True,94,1473,56066,0,363,15,7517,8
46REU_09,False,6,0,0,2048,80,340,0,63062
46RFV_19,False,0,0,0,0,2051,58,63,63364
38TLL_03,False,0,167,0,14913,5195,0,0,45261
50MRA_25,False,0,0,0,0,0,65532,0,4
39UUS_17,False,0,0,13931,0,0,14536,4081,32988
53TLM_12,False,0,0,479,0,0,20516,8299,36242
44RKV_06,False,8,19,0,0,21,2364,138,62986
43TFL_01,False,0,0,241,19795,0,0,0,45500
47UMA_13,False,13,29,3,0,0,52385,89,13017
50MRV_01,False,52,1,42143,0,6,1127,10721,11486
57VVE_28,False,16,0,411,0,0,51380,1617,12112
46TDT_15,True,0,0,0,3072,0,0,0,62464
51QUG_25,False,0,0,0,0,0,65534,1,1
50TNT_07,False,8,0,134,3661,0,0,0,61733
46REU_00,True,0,57657,8,0,0,7372,2,497
50SPF_29,False,221,0,20246,0,961,0,44108,0
50MLC_24,False,0,115,1508,0,0,55309,3835,4769
46RFV_10,False,0,632,142,0,4,27451,13915,23392
48MTE_06,False,0,0,0,0,0,65536,0,0
44QMG_24,False,0,0,0,0,0,57768,15,7753
41TMN_07,False,0,0,0,0,0,0,0,65536
42UVA_27,False,0,0,0,0,0,0,0,65536
43TFL_08,False,0,0,0,61443,0,0,0,4093
48SVA_24,False,4,4551,18309,0,7,458,21587,20620
47RLN_13,False,5,585,147,0,0,51164,1139,12496
50MRV_08,False,0,23,98,0,262,56269,2307,6577
57VVE_21,False,0,0,0,0,0,6843,0,58693
54MYA_05,False,0,7283,0,0,563,14331,0,43359
39UUS_21,False,0,0,60,0,0,2,65117,357
50MRA_13,False,0,7,344,0,66,16708,33879,14532
45UXV_06,False,0,0,0,0,0,49040,60,16436
50SPF_16,False,10,0,721,0,19,26047,9121,29618
36SXH_00,True,4,58977,9,0,0,24,269,6253
42SXG_02,False,0,0,0,52146,5788,0,0,7602
53TLM_24,False,0,651,41,0,0,0,63573,1271
47UMA_25,False,0,0,0,0,0,16358,0,49178
42UVA_18,False,0,0,0,0,0,0,0,65536
54MYA_02,False,0,0,0,0,0,65527,0,9
57VVE_26,True,0,0,0,0,0,33118,693,31725
48SVA_23,False,0,0,18,0,0,60400,4994,124
44RKV_08,False,0,11,132,0,0,55471,8187,1735
47RLN_14,False,0,0,0,0,65536,0,0,0
41TMN_00,False,0,55125,0,1182,3410,0,0,5819
42UVA_20,True,0,0,0,0,0,0,0,65536
48MTE_01,False,2,14440,46379,0,0,587,3799,329
39UUS_19,False,0,0,32021,0,0,3,33484,28
44QMG_23,False,0,0,805,0,0,36914,13464,14353
50TNT_00,False,0,65536,0,0,0,0,0,0
46REU_07,False,2,0,0,0,0,2418,0,63116
50MLC_23,False,0,0,162,0,0,59552,3054,2768
46RFV_17,False,8,0,0,1133,52911,1157,0,10327
46TDT_12,True,16,0,0,43821,0,0,0,21699
51QUG_22,True,30,78,2727,0,573,49665,492,11971
47QKC_08,False,0,0,0,0,0,63421,0,2115
47UMA_22,False,4,331,334,0,0,39890,1300,23677
53TLM_23,True,0,0,611,0,0,0,64925,0
57VVE_19,False,0,0,0,0,0,9492,0,56044
42SXG_05,False,46,1108,3576,0,0,0,60806,0
36SXH_07,False,0,0,17136,0,0,273,31073,17054
46RFV_28,False,0,0,7,0,54835,383,37,10274
50SPF_11,True,11,0,19184,0,60,0,46278,3
39UUS_26,False,0,3,1374,0,47,2279,61814,19
50MRA_14,True,0,0,1535,0,0,2882,59965,1154
45UXV_01,False,0,1215,49552,8658,0,1917,50,4144
41TNE_24,False,0,0,0,65536,0,0,0,0
47TQM_01,False,20,0,57185,7287,0,4,0,1040
47ULB_05,True,0,0,0,0,0,468,100,64968
51PWM_06,True,0,0,0,0,1,61532,2874,1129
45RWM_13,False,0,0,0,4096,0,0,0,61440
57UWA_06,False,16,0,0,0,0,64883,0,637
39TXM_26,False,2,0,0,62395,0,0,0,3139
48QTK_28,False,0,0,0,0,0,59536,1042,4958
43QBD_01,False,0,0,29783,26531,0,0,9187,35
49QCE_17,True,0,0,269,0,0,53029,5850,6388
39TXM_19,False,8,62499,107,0,150,0,0,2772
50TLP_07,False,108,74,12817,20675,167,2576,45,29074
45TWG_15,False,0,0,0,65535,0,0,0,1
50UMF_23,True,0,395,106,0,436,48922,0,15677
53UNS_04,False,0,0,7,0,27,65440,0,62
49QCE_28,True,0,21,169,0,0,52510,10765,2071
46UGV_02,False,0,0,0,65536,0,0,0,0
45TYH_11,True,0,0,0,65536,0,0,0,0
48QTK_17,False,0,4,6,0,0,61047,555,3924
44TLN_12,False,6,94,2054,0,2,5323,36112,21945
43QBD_06,True,0,27365,6733,0,0,1235,3628,26575
49QCE_10,False,0,0,753,0,0,56946,7674,163
45TYH_29,False,0,0,0,65536,0,0,0,0
51PWM_01,False,4,0,65528,0,0,0,0,4
45RWM_14,False,0,0,0,65536,0,0,0,0
57UWA_01,False,10,0,0,51200,12278,0,0,2048
39TXM_21,True,0,0,0,21385,0,0,0,44151
47ULB_02,False,0,4189,27,0,5151,1641,43821,10707
41TNE_23,False,0,0,0,65536,0,0,0,0
47TQM_06,False,31,0,0,0,0,4,0,65501
48QTK_10,False,0,0,327,54,0,43274,4486,17395
44TLN_15,False,81,0,5662,58032,0,0,47,1714
46UGV_05,False,0,0,0,0,0,0,65536,0
45TYH_16,False,0,0,0,65536,0,0,0,0
49TFJ_09,False,0,0,0,65536,0,0,0,0
